"","X","id","source","target142","cse142","cse143","target143","numAdmApplication","admitStatus","gender","ethnic","transfer","Q5b","Q5d","Q5e","Q5f","Q7a","Q8a","Q8c","Q8d","Q8e","Q8g","Q8i","Q9","Q11","GPA","stdmath","stdverbal","stdcomb","appscores","cse142firstclass","cse142grade","cse143firstclass","cse143grade"
"1945",1945,"94a0c8e3-9ffe-55c7-b0a3-e7092750e1ab","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,1,3,1,1,2,2,2,2,4,1,1,1.3,640,420,1060,NA,1,NA,NA,NA
"1946",1946,"94ccc89e-4cba-58c0-9795-712859c46d5e","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,2,2,5,5,4,4,5,3,4,1,1,3.67,710,640,1350,NA,1,3.6,2,2.3
"1947",1947,"94d31562-59e6-5eb7-abf3-33012db708b7","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,1,1,4,5,4,4,4,2,2,2,2,3.25,580,600,1180,NA,2,3.3,2,2.9
"1948",1948,"94db1810-c105-5aa5-9f28-3ad7263c3689","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,4,1,5,5,3,4,5,3,2,1,1,3.22,540,470,1010,NA,2,2,NA,NA
"1949",1949,"94dde709-aae8-5911-afb6-3444b76e97fa","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,2,1,3,4,3,4,4,3,2,1,1,3.59,720,690,1410,NA,2,3.8,3,3.1
"1950",1950,"94ead534-e9be-517d-81b5-0d5a00b9a4c2","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,3,1,3,5,4,4,4,4,3,1,1,3.83,690,620,1310,NA,1,3.4,NA,NA
"1951",1951,"94fb38aa-9141-5515-909a-2f18d1829de8","student","CSE142",1,2,"CSE143",1,"Accept","F","CAUCASN",NA,4,4,2,NA,5,5,3,4,4,5,3,1,1,3.59,760,670,1430,4,1,3.9,2,3.5
"1952",1952,"9503b79c-4b5c-50c6-9655-b6a73eff40bf","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,2,4,1,3,5,5,1,5,2,1,1,3,2,3.49,600,580,1180,NA,1,3.3,1,3.1
"1953",1953,"951252dc-4754-5bc4-a7de-515190795542","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,2,2,3,2,3,3,4,4,4,2,2,1,2,3.58,NA,NA,NA,NA,1,3.2,NA,NA
"1954",1954,"9555126c-1a28-5d7f-b027-9d744fe03564","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,4,4,4,1,5,5,3,5,4,2,2,1,2,3.17,NA,NA,NA,NA,2,3,2,NA
"1955",1955,"956196be-e2bf-5581-92b1-a9073e4b5c44","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,3,1,1,4,5,4,4,4,3,5,1,1,2.39,720,630,1350,NA,1,NA,NA,NA
"1956",1956,"9565a928-44da-54cd-8852-78d8d21687ca","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,1,4,3,1,5,5,4,5,4,2,2,1,1,3.76,760,600,1360,NA,1,3.9,2,3
"1957",1957,"9566114c-bd56-589e-abea-d26d58e3d6fe","student","CSE142",1,2,"CSE143",1,"DNA","F","NOT IND",NA,1,4,1,1,4,5,4,3,3,4,2,1,1,3.78,780,470,1250,NA,1,3.5,2,3.3
"1958",1958,"95a07016-7f9e-5958-9dd4-aac6fc7d207e","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,3,NA,2,1,3,3,3,3,3,3,3,1,1,2.53,780,500,1280,NA,1,1.5,NA,NA
"1959",1959,"95a97054-db07-5210-8621-464d8c57c782","student","CSE142",1,1,"CSE143",1,"Deny","F","ASIAN",FALSE,3,3,2,2,3,5,3,3,3,NA,NA,2,1,3.46,680,560,1240,2,1,3.7,1,3.3
"1960",1960,"960690dd-cef2-5e13-8482-cfe984b46575","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,1,3,1,1,5,3,4,4,3,2,2,1,1,3.41,590,580,1170,NA,1,1.5,NA,NA
"1961",1961,"96100a5c-856f-5c37-82e8-a6380ff5dea0","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,4,3,4,3,2,2,1,2.54,610,600,1210,NA,1,2.3,1,3
"1962",1962,"9611ddae-cbc4-5310-ac8c-61c135b02ffc","student","CSE142",1,2,"CSE143",1,"DNA","F","ASIAN",NA,1,4,1,1,5,5,2,3,4,3,3,1,2,3.87,750,800,1550,NA,1,3.7,2,3.6
"1963",1963,"9622210f-6136-54ae-947b-138e16eb01ec","student","CSE142",1,1,"CSE143",1,"Accept","F","CAUCASN",NA,1,4,1,1,5,5,4,4,5,1,2,2,1,3.52,650,550,1200,4,1,3.5,1,3.7
"1964",1964,"9628f6a0-5d0b-5eea-8815-acf4c63b1865","student","CSE142",3,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,3,1,2,3,4,4,5,5,2,1,1,3.36,680,670,1350,NA,3,1.2,NA,NA
"1965",1965,"962e39f9-bb14-5867-9371-31c96e9ec170","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,3,1,3,4,3,3,4,3,4,1,1,1.89,690,800,1490,NA,2,2.8,NA,NA
"1966",1966,"96316f28-3650-5db5-bfc6-707bf45cf64c","student","CSE142",1,1,"CSE143",1,"DNA","F","ASIAN",NA,1,4,2,2,5,5,3,4,4,2,1,3,1,3.64,730,800,1530,NA,1,3.8,1,3.2
"1967",1967,"96377b14-73e7-51ad-b5f3-65a76f19d86f","student","CSE142",2,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,3,1,4,5,2,5,4,1,2,1,1,2.79,790,740,1530,NA,2,3.4,3,2.3
"1968",1968,"9652b063-1a53-5da7-9657-c209d5ef114c","student","CSE142",2,2,"CSE143",1,"DNA","M","NOT IND",NA,2,3,2,2,4,4,4,4,4,3,3,2,1,3.74,800,440,1240,NA,2,3.6,2,2
"1969",1969,"9671a130-c154-58c3-8876-1091b71bd263","student","CSE142",3,1,"CSE143",1,"Deny","M","ASIAN",NA,1,4,1,1,5,4,4,5,5,1,4,1,3,3.26,780,740,1520,3,3,3.8,1,3.3
"1970",1970,"967275f0-de1f-5cdd-8c77-5029ac9f2d43","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,1,4,4,3,3,5,2,3,2,2,3.41,700,600,1300,NA,1,3.3,1,2.8
"1971",1971,"967ff2a5-d8bf-570b-8001-c4f9405262bf","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,3,2,1,4,3,4,2,4,5,2,4,1,1,3.76,700,700,1400,NA,2,3.6,NA,NA
"1972",1972,"96814640-b314-5adc-9641-cc9de905bd5d","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,2,5,3,4,4,3,1,3,2,2,0.93,730,530,1260,NA,1,0,1,0
"1973",1973,"969485d3-955b-582c-a2c5-b3db9370c91b","student","CSE142",1,2,"CSE143",1,"DNA","F","NOT IND",NA,2,4,3,2,5,5,4,5,4,2,2,1,1,2.89,720,450,1170,NA,1,3.1,2,2.7
"1974",1974,"969ac210-81de-588c-b553-a8b6b383ad2e","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,2,1,1,5,5,4,5,3,3,3,2,2.43,610,670,1280,NA,2,2.3,NA,NA
"1975",1975,"96b4710a-cd3e-590e-948f-723e99277744","student","CSE142",1,1,"CSE143",1,"Accept","M","CAUCASN",FALSE,1,4,1,1,5,5,3,4,5,3,1,1,5,3.81,710,640,1350,4,1,3.9,1,3.6
"1976",1976,"96b7999f-54c8-5aac-92ab-0903fe94ab7d","student","CSE142",2,2,"CSE143",1,"Accept","F","ASIAN",NA,1,4,1,1,5,5,4,4,5,1,1,1,1,3.55,700,640,1340,4.5,2,3.5,2,3.7
"1977",1977,"96c7741b-036e-5e45-b16e-1b108058d0d5","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,3,4,1,1,5,5,5,4,3,4,2,1,1,2.32,720,470,1190,NA,1,2.8,1,NA
"1978",1978,"96cd982d-3266-5ca0-8939-62d1603f8ba4","student","CSE142",1,2,"CSE143",1,"Deny","M","ASIAN",FALSE,4,4,1,1,5,4,3,4,4,3,2,2,2,3.07,710,570,1280,2,1,2.7,2,4
"1979",1979,"96e11715-e82d-5a67-a487-4a50e227138c","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,1,3,1,1,4,4,3,4,4,3,2,1,1,1.65,560,470,1030,NA,1,NA,NA,NA
"1980",1980,"96eb6021-e8f6-5d15-a5e6-29d5e906d5d9","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,3,1,3,4,4,4,4,5,2,1,1,2.08,680,670,1350,NA,2,1.9,NA,NA
"1981",1981,"96ec7545-2063-53af-9a17-85b6de6d0660","student","CSE142",4,4,"CSE143",1,"Deny","M","CAUCASN",FALSE,1,3,1,2,5,5,4,5,4,5,3,1,2,3.51,790,670,1460,2,4,3.5,4,3.7
"1982",1982,"97035387-a5ab-53e4-a56d-6c199d3bf9dd","student","CSE142",2,2,"CSE143",1,"DNA","F","ASIAN",NA,1,3,2,1,3,3,3,4,3,5,2,1,1,2.39,610,690,1300,NA,2,1.6,2,0
"1983",1983,"97137d90-8fe1-5bac-b3d1-bd7923b3ee78","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,3,3,3,1,5,5,4,4,5,5,2,1,1,2.94,560,550,1110,NA,1,2.8,NA,NA
"1984",1984,"9717e70e-de7d-5883-9566-9a7a084d9efe","student","CSE142",1,1,"CSE143",2,"Deny","M","NOT IND",FALSE,1,4,1,1,5,5,5,5,4,2,4,3,2,3.66,770,610,1380,4,1,3.3,1,4
"1985",1985,"976bd374-6219-5f72-a043-80a8933f7a67","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,4,1,1,4,4,3,4,4,4,4,1,2,2.67,770,630,1400,NA,1,2.9,2,0
"1986",1986,"978b515b-afae-5742-b71a-10438542b548","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,1,3,3,1,2,2,1,1,2,1,1,1,1,3.81,660,460,1120,NA,1,NA,NA,NA
"1987",1987,"9799a108-d9e3-58d8-989c-b53369d8054e","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,4,2,1,1,3,3,3,4,3,2,3,1,1,3.68,630,450,1080,NA,3,3.4,NA,NA
"1988",1988,"979e60e2-30e0-533e-ab2d-19790b2a5357","student","CSE142",1,2,"CSE143",3,"Accept","F","ASIAN",NA,2,4,1,1,4,5,4,4,4,2,4,2,2,3.6,690,NA,NA,4,1,4,2,3.9
"1989",1989,"97c157ba-886c-5791-accb-660b37992d9a","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,1,1,5,3,3,4,3,4,1,1,2,3.69,680,800,1480,NA,1,3.1,1,2.9
"1990",1990,"97da60bc-f424-5516-b617-ea22b527c0df","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,1,2,5,5,4,4,3,3,2,1,1,2.52,550,370,920,NA,3,2.5,NA,NA
"1991",1991,"97e23df8-550a-559b-96a0-c3ad83898cf0","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,2,3,2,1,4,4,4,3,3,2,4,1,1,2.78,700,530,1230,NA,1,NA,NA,NA
"1992",1992,"97fa6bcc-0090-5fa9-9e94-5cebea14a168","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,2,2,3,2,3,4,4,5,4,4,1,1,3.18,770,460,1230,NA,2,1,NA,NA
"1993",1993,"97fd5894-eb3b-5670-b886-9fdba523cc51","student","CSE142",1,1,"CSE143",1,"DNA","F","ASIAN",NA,3,4,2,3,5,5,4,3,4,4,2,2,1,3.34,650,540,1190,NA,1,3.6,1,2.6
"1994",1994,"981fa918-ad61-5bb6-9f0a-e6d27617b4d0","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,4,3,1,2,3,5,4,4,5,4,4,1,1,3.23,720,730,1450,NA,2,3.4,NA,NA
"1995",1995,"982d07f9-fbc9-5267-aa24-8b19ec0b8c7f","student","CSE142",2,2,"CSE143",1,"Accept","M","ASIAN",NA,2,4,1,1,3,3,3,3,4,3,4,1,1,3.47,770,800,1570,4,2,3.2,2,3.5
"1996",1996,"983e61ea-7a19-5589-a677-f7896d38518e","student","CSE142",2,2,"CSE143",1,"Accept","M","CAUCASN",NA,1,3,1,1,5,4,1,4,4,2,1,1,5,3.66,740,640,1380,4,2,4,2,3.9
"1997",1997,"98707dc3-5020-586b-8bb3-0432fc81a485","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,2,1,5,5,3,5,4,3,1,1,1,3.34,555,NA,NA,NA,1,2.8,1,2.2
"1998",1998,"9873cf56-edc6-5678-844a-e895298d5d16","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,1,4,1,1,4,3,3,3,5,5,3,1,1,2.61,NA,NA,NA,NA,2,0,NA,NA
"1999",1999,"9879bcf9-a3c2-5f5d-968a-21487e1d73fc","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,5,5,4,5,4,2,1,1,2.96,620,480,1100,NA,2,2.4,2,NA
"2000",2000,"989ae6c4-bf02-5fce-bc77-d7a88fa7b310","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,3,1,3,4,2,3,4,4,3,1,1,3.46,700,570,1270,NA,1,3.1,2,3.2
"2001",2001,"98a01088-1ff2-542b-b665-e129230079d4","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,3,4,2,1,4,5,2,4,5,2,2,1,1,3.84,680,520,1200,NA,3,3.8,NA,NA
"2002",2002,"98aa19dc-aeb2-58fd-bfb1-3d95db8e4058","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,NA,4,1,1,5,4,4,5,4,3,2,1,2,2.62,700,460,1160,NA,1,2.5,NA,NA
"2003",2003,"98aab850-78b3-5fca-a0dc-ce27a1204149","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,2,3,3,1,2,4,4,4,5,2,2,1,1,3.12,690,630,1320,NA,2,2.7,2,NA
"2004",2004,"98b2b50a-d3b6-53f6-9ca4-036d7fd91a3c","student","CSE142",2,2,"CSE143",1,"DNA","F","CAUCASN",NA,3,2,1,1,3,5,4,3,5,3,2,1,1,3.3,650,520,1170,NA,2,3.1,2,2.7
"2005",2005,"98cc71df-76e5-595b-944d-7201969b6f4a","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,1,2,2,1,3,3,4,4,4,3,2,1,1,3.06,560,390,950,NA,2,1.6,NA,NA
"2006",2006,"98cd6ede-ca2e-595c-980b-67c656cb7d35","student","CSE142",2,3,"CSE143",1,"DNA","M","NOT IND",NA,1,3,1,1,4,5,5,3,5,4,2,1,1,3.36,750,490,1240,NA,2,3.2,3,2.3
"2007",2007,"98e36e61-b704-5ed1-8d7a-efda8c7beacf","student","CSE142",1,2,"CSE143",1,"DNA","F","NOT IND",NA,4,2,2,2,3,5,5,3,5,2,2,1,1,3.25,710,510,1220,NA,1,3.4,2,1.7
"2008",2008,"98f29579-7a64-5eb2-b340-b08148509ded","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,3,1,3,5,4,4,4,4,4,1,1,2.42,780,670,1450,NA,1,2.4,NA,NA
"2009",2009,"9903c25d-4d1b-541c-97ee-ef58d73f2a2c","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,1,5,5,5,4,4,4,3,1,1,3.51,630,750,1380,NA,1,3.7,2,3.1
"2010",2010,"990a5a2a-5519-5d8e-a8eb-fa45f55cfb4f","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,1,1,5,5,4,5,5,2,4,2,1,2.59,680,690,1370,NA,1,2.7,NA,NA
"2011",2011,"990ea2eb-1856-5533-88c6-44f58ba97cdf","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,4,2,2,3,3,5,3,2,4,4,4,2,1,3.42,650,600,1250,NA,3,3,3,3.1
"2012",2012,"992ee003-4dd2-5247-b5b0-1f8eb90990d0","student","CSE142",1,2,"CSE143",1,"Deny","F","ASIAN",FALSE,1,4,3,1,5,4,2,5,4,2,1,1,1,3.61,770,740,1510,2,1,3.4,2,2.9
"2013",2013,"993f7747-1627-5cdb-85ff-63f03ffd37e5","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,1,1,2,3,3,3,3,2,2,1,1,2.84,660,550,1210,NA,2,NA,NA,NA
"2014",2014,"9947cc03-30bc-519b-bd35-eec93ba08041","student","CSE142",2,2,"CSE143",1,"DNA","M","NOT IND",NA,4,2,3,1,3,5,5,3,4,4,4,1,1,2.73,790,400,1190,NA,2,2.9,2,0
"2015",2015,"9951c528-921a-5709-b631-d9726a58794e","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,5,5,3,2,2,2,1,3.39,740,510,1250,NA,3,3.6,3,3.1
"2016",2016,"99dd8f18-d0d6-5c34-ae15-ad9b30b4c84a","student","CSE142",2,2,"CSE143",3,"SD","M","CAUCASN",NA,1,4,2,2,5,4,3,4,5,4,2,1,2,3.55,720,740,1460,3,2,3.3,2,3.5
"2017",2017,"99e78599-1fea-5762-9100-0e06dc44dbda","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,1,1,5,4,4,5,4,2,2,1,3,2.42,760,630,1390,NA,1,2.3,1,2.7
"2018",2018,"9a0d4e91-acb9-539e-ab03-ee7ff5a83c5f","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,2,3,2,3,5,4,4,5,4,1,1,1,2,2.78,570,520,1090,NA,1,2.1,NA,NA
"2019",2019,"9a326044-89ac-58c5-88ca-ad7c6dd70626","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,2,4,1,1,5,5,4,5,5,NA,NA,1,1,2.76,535,NA,NA,NA,1,2.6,NA,NA
"2020",2020,"9a4dba1a-6db6-500b-bf6a-4dfe01f52b98","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,3,1,2,2,3,2,4,4,5,5,4,1,1,2.01,NA,NA,NA,NA,3,0,NA,NA
"2021",2021,"9a50f4c8-26b8-53f3-b6b3-b3e1b71b22df","student","CSE142",1,1,"CSE143",1,"Deny","M","ASIAN",NA,1,3,1,1,5,4,4,4,4,2,1,2,2,2.77,660,490,1150,NA,1,2.8,1,3.1
"2022",2022,"9a54aa3e-b99c-5f72-b257-a196de1d0e31","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,3,4,1,1,5,5,5,4,3,3,1,1,1,3.63,NA,535,NA,NA,1,3.6,NA,NA
"2023",2023,"9abd80f2-77dd-5c12-954b-4a8d70ff54ea","student","CSE142",2,2,"CSE143",1,"Accept","M","ASIAN",NA,2,2,1,NA,4,5,2,4,4,1,4,2,1,3.85,760,620,1380,5,2,4,2,3.8
"2024",2024,"9ac4ad71-c828-5242-8096-8522cb1bec6b","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,4,3,2,1,4,3,4,3,4,5,4,1,1,3.54,750,430,1180,NA,2,3.6,NA,NA
"2025",2025,"9ac5b99c-2328-591b-8557-364ab1d88b6d","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,1,1,3,3,3,3,3,3,3,1,2,2.67,650,620,1270,NA,3,0,3,2.5
"2026",2026,"9ac62ebf-be90-5a3d-88fd-e5a6ef93d7c4","student","CSE142",2,3,"CSE143",1,"DNA","F","ASIAN",NA,2,3,3,NA,5,NA,NA,NA,NA,NA,NA,3,3,3.04,680,660,1340,NA,2,2.6,3,2.6
"2027",2027,"9ac9c0e0-323d-5f24-95b3-317505156fdd","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,3,4,1,2,4,3,3,3,3,3,3,1,2,2.59,NA,670,NA,NA,3,0.8,NA,NA
"2028",2028,"9acc29d3-7b02-562d-87a6-556fc36894f3","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,2,5,5,3,5,4,2,2,1,2,3.12,640,600,1240,NA,1,2.6,1,1.5
"2029",2029,"9ad8ed15-5888-5396-93d2-26e4c8df43c6","student","CSE142",2,1,"NA143",1,"DNA","F","CAUCASN",NA,2,3,3,1,4,5,5,3,4,1,1,1,1,3.14,650,600,1250,NA,2,2.2,NA,NA
"2030",2030,"9af2e4d8-75a7-567d-a2eb-af3850e14a92","student","CSE142",1,1,"CSE143",1,"DNA","F","NOT IND",NA,3,3,1,1,5,5,5,3,4,5,4,1,1,2.99,660,490,1150,NA,1,3.3,1,0
"2031",2031,"9b034cbf-f567-57de-8ed4-3fe21cc7a571","student","CSE142",1,2,"CSE143",1,"Accept","M","CAUCASN",NA,3,3,1,1,5,3,3,4,5,2,3,1,2,3.91,740,550,1290,5,1,4,2,4
"2032",2032,"9b069957-159b-5a7b-b005-4fb9e50fb5b4","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,2,3,2,3,5,4,4,4,5,1,1,1,2,3.56,650,595,1245,NA,1,3.5,1,2.8
"2033",2033,"9b19729c-beb4-5934-b9e2-c057ca04f7a1","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,1,4,3,1,3,5,4,5,4,4,1,1,1,3.24,570,530,1100,NA,1,0,NA,NA
"2034",2034,"9b3ce5d5-ef3d-545e-aae3-a3c48a94550f","student","CSE142",1,2,"CSE143",2,"Deny","F","ASIAN",NA,2,4,2,2,5,5,4,5,4,1,1,3,1,3.38,650,540,1190,2,1,3.5,2,3.9
"2035",2035,"9b5948bb-71c6-5567-968a-d38c2f03d77d","student","CSE142",2,2,"CSE143",1,"DNA","M","NOT IND",NA,4,4,2,1,5,5,5,3,4,4,4,1,1,3.59,740,410,1150,NA,2,3.3,2,3.2
"2036",2036,"9b59ccf7-d2cd-5e89-bf7a-ca41e21ba885","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,3,1,5,5,5,5,4,2,1,1,1,3.47,780,NA,NA,NA,1,3.3,NA,NA
"2037",2037,"9b7e2af1-71d1-5509-9596-d1cff92be631","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,4,4,NA,1,5,5,4,5,5,4,5,2,2,3.16,550,630,1180,NA,1,2.8,NA,NA
"2038",2038,"9c2e1f8f-961f-516d-8b29-1cf7a7c53686","student","CSE142",1,2,"CSE143",1,"DNA","M","CAUCASN",NA,1,3,2,1,3,3,3,3,3,4,3,4,1,3.72,720,640,1360,NA,1,3.5,2,NA
"2039",2039,"9c648447-1c79-53bc-b1d4-bfdb9c1cb527","student","CSE142",1,1,"CSE143",2,"Accept","M","NOT IND",NA,2,3,3,1,5,5,5,5,5,5,2,1,1,3.7,NA,NA,NA,4.5,1,3.2,1,3.5
"2040",2040,"9c699488-b07a-53f1-ae2c-a7bedb69d9ce","student","CSE142",1,1,"CSE143",2,"Accept","M","NOT IND",NA,1,4,1,1,5,5,3,5,5,1,1,1,2,3.53,680,610,1290,4,1,4,1,4
"2041",2041,"9caccc15-37cc-5a56-b790-2523ab44b369","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,3,1,1,1,3,5,4,5,2,4,2,1,1,3.39,460,590,1050,NA,3,NA,NA,NA
"2042",2042,"9cbc82d7-c151-5234-9cbc-0016cf87fc40","student","CSE142",1,3,"CSE143",1,"DNA","M","NOT IND",NA,1,3,2,1,5,4,4,5,4,4,2,1,1,3.72,730,430,1160,NA,1,3.5,3,3.2
"2043",2043,"9cc26d34-16e5-5fc8-a6c9-5a388a7f086d","student","CSE142",1,2,"CSE143",1,"Accept","M","CAUCASN",FALSE,1,4,1,1,5,5,4,4,4,3,3,1,4,3.75,770,730,1500,4.5,1,3.8,2,4
"2044",2044,"9cc3e54e-8d18-50f5-98b0-cb6fc01f5769","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,2,4,2,1,5,3,4,5,5,2,2,1,2,2.31,480,460,940,NA,2,NA,NA,NA
"2045",2045,"9cd24d5b-2286-57be-81ee-0177df0c2408","student","CSE142",1,1,"CSE143",1,"Accept","F","NOT IND",NA,1,3,1,1,4,2,4,4,4,4,4,1,1,3.92,800,650,1450,5,1,4,1,3.9
"2046",2046,"9d15b501-38d7-5f8e-8911-362689c8f515","student","CSE142",2,2,"CSE143",1,"Deny","M","NOT IND",NA,1,4,1,3,5,5,5,5,4,1,1,1,4,3.65,720,620,1340,4,2,3.5,2,3.8
"2047",2047,"9d21c946-2a10-52f2-9d31-1e80ef2a94ef","student","CSE142",3,3,"CSE143",1,"DNA","M","ASIAN",NA,1,4,4,1,5,5,3,4,3,3,1,2,1,2.04,590,590,1180,NA,3,3,3,NA
"2048",2048,"9d264d94-caea-5255-8a9b-6a6a49e1d330","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,3,3,2,1,3,5,3,2,4,3,4,1,2,3.06,NA,NA,NA,NA,1,3.9,1,2.9
"2049",2049,"9d297d6d-bc80-5b34-b894-dbb59b6afa4e","student","CSE142",1,2,"CSE143",2,"Deny","M","CAUCASN",FALSE,1,4,1,1,5,5,3,4,5,3,1,1,5,3.54,730,730,1460,4.5,1,3.9,2,3.8
"2050",2050,"9d2c70b7-ba88-5a9f-8afa-1f69b50c9c71","student","CSE142",3,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,1,5,3,3,4,3,4,3,1,5,2.52,NA,NA,NA,NA,3,0,NA,NA
"2051",2051,"9d4aa761-f93b-5460-8276-f18e009c1eb0","student","CSE142",1,1,"CSE143",1,"Deny","M","ASIAN",FALSE,1,3,1,1,4,4,5,5,3,2,3,1,1,3.09,720,570,1290,2,1,2.8,1,2.7
"2052",2052,"9d61b4f2-9f81-531b-b783-5b158ba1d53e","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,NA,4,4,1,3,5,5,4,5,4,4,1,1,3.26,NA,NA,NA,NA,1,2.2,NA,NA
"2053",2053,"9d8b07be-33a0-595b-8d9c-26bc4262220c","student","CSE142",1,1,"NA143",1,"DNA","F","ASIAN",NA,1,4,4,4,3,3,3,5,4,2,1,1,1,3.63,460,580,1040,NA,1,NA,NA,NA
"2054",2054,"9d9b1a22-25fb-5cc0-94bc-4c5c10d2443c","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,3,2,3,5,4,4,4,4,1,5,1,2,2.18,790,410,1200,NA,1,3.2,1,0
"2055",2055,"9d9e59bb-9162-5dbe-b823-d7449f9a0a39","student","CSE142",2,2,"CSE143",2,"Accept","M","CAUCASN",NA,3,3,4,1,4,5,2,4,5,4,4,1,2,3.54,670,620,1290,4,2,3.9,2,4
"2056",2056,"9dac1c44-c711-5a5b-a104-5cb68b21c3ff","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,4,4,4,4,4,2,1,2,2.59,670,620,1290,NA,2,3,NA,NA
"2057",2057,"9dac391c-d4e3-5d72-ad79-8a1f74d95ea7","student","CSE142",3,3,"CSE143",1,"Deny","F","CAUCASN",NA,3,3,3,4,4,4,2,4,4,3,4,2,1,3.24,600,760,1360,2,3,3.2,3,2.9
